Meet,VPF ID,Full Name,Gender,Weight Class,Age Class,platform,session,flight,bodyWeight,Squat 1,Squat 2,Squat 3,Bench 1,Bench 2,Bench 3,Deadlift 1,Deadlift 2,Deadlift 3,Team,Team Points,Competition Year,,,,,,,,,,,,,,,,,
VPF National Qualifier 2023 - Danang,VPF000260,Nguyễn Minh Mẫn,Male,74,Open,1,3,G,"72,2","215,00","-225,00","-230,00","0,00","0,00","0,00","0,00","0,00","0,00",,,2023,,,,,,,,,,,,,,,,,
VPF National Qualifier 2023 - Danang,VPF000016,Đinh Tuấn Nam,Male,74,Junior,1,3,F,"73,35","175,00","185,00","192,50","122,50","130,00","-135,00","225,00","237,50","240,00",,,2023,,,,,,,,,,,,,,,,,
VPF National Qualifier 2023 - Danang,VPF000221,Vũ Đăng Long,Male,74,Junior,1,3,F,"73,25","200,00","210,00","-217,50","105,00","112,50","120,00","230,00","-240,00","-240,00",18 POWERLIFTING,7,2023,,,,,,,,,,,,,,,,,
VPF National Qualifier 2023 - Danang,VPF000246,Nguyễn Phúc Châu Thành,Male,74,Junior,1,3,F,"73,45","175,00","185,00","195,00","110,00","115,00","-120,00","220,00","235,00","-245,00",INFINITY,6,2023,,,,,,,,,,,,,,,,,
VPF National Qualifier 2023 - Danang,VPF000257,Dương Phan Minh Hưng,Male,74,Junior,1,3,F,"73,1","180,00","192,50","-200,00","115,00","-122,50","-122,50","215,00","-225,00","-225,00",,,2023,,,,,,,,,,,,,,,,,
VPF National Qualifier 2023 - Danang,VPF000211,Phạm Hải Nam,Male,74,Junior,1,3,F,"72,8","160,00","170,00","180,00","-105,00","110,00","-115,00","205,00","215,00","222,50",The Strength Crew,4,2023,,,,,,,,,,,,,,,,,
VPF National Qualifier 2023 - Danang,VPF000020,Nguyễn Tân Đạt,Male,74,Junior,1,3,F,"71,8","160,00","165,00","-170,00","110,00","120,00","125,00","200,00","-210,00","210,00",,,2023,,,,,,,,,,,,,,,,,
VPF National Qualifier 2023 - Danang,VPF000241,Lê Huỳnh Thịnh Phát,Male,74,Junior,1,3,F,72,"-172,50","172,50","-177,50","100,00","107,50","-112,50","140,00","190,00","217,50",,,2023,,,,,,,,,,,,,,,,,
VPF National Qualifier 2023 - Danang,VPF000213,Nguyễn Sơn Tùng,Male,74,Junior,1,3,F,"73,1","145,00","157,50","-175,00","100,00","105,00","-112,50","170,00","177,50","185,00",,,2023,,,,,,,,,,,,,,,,,
VPF National Qualifier 2023 - Danang,VPF000036,Lý Cẩm Hùng,Male,74,Sub-Junior,1,3,F,"72,6","-190,00","190,00","-205,00","105,00","110,00","-115,00","250,00","-260,00","-265,00",,,2023,,,,,,,,,,,,,,,,,
VPF National Qualifier 2023 - Danang,VPF000201,Andrius Virbicianskas,Male,83,Open,1,1,B,"81,2","200,00","212,50","-222,50","150,00","157,50","-162,50","275,00","-285,00","285,00",,,2023,,,,,,,,,,,,,,,,,
VPF National Qualifier 2023 - Danang,VPF000250,Thái Thành Lộc,Male,83,Open,1,1,B,"80,95","-195,00","200,00","-215,00","110,00","117,50","125,00","260,00","277,50","300,00",,,2023,,,,,,,,,,,,,,,,,
VPF National Qualifier 2023 - Danang,VPF000011,Giang Sô Ny,Male,83,Open,1,1,B,"81,7","200,00","215,00","220,00","120,00","130,00","-135,00","230,00","245,00","-255,00",INFINITY,6,2023,,,,,,,,,,,,,,,,,
VPF National Qualifier 2023 - Danang,VPF000045,Nguyễn Thanh Tùng,Male,83,Open,1,1,B,"82,75","185,00","195,00","205,00","117,50","125,00","130,00","220,00","232,50","-247,50",,,2023,,,,,,,,,,,,,,,,,
VPF National Qualifier 2023 - Danang,VPF000254,Vương Văn Quân,Male,83,Open,1,1,B,"81,2","190,00","-200,00","200,00","125,00","132,50","137,50","-220,00","220,00","-235,00",,,2023,,,,,,,,,,,,,,,,,
VPF National Qualifier 2023 - Danang,VPF000248,Nguyễn Trung Hiếu,Male,83,Open,1,1,B,"82,15","190,00","200,00","205,00","115,00","120,00","-125,00","220,00","-235,00","-235,00",INFINITY,3,2023,,,,,,,,,,,,,,,,,
VPF National Qualifier 2023 - Danang,VPF000215,Nguyễn Phong Phú,Male,83,Open,1,1,B,"81,85","180,00","190,00","200,00","-120,00","-120,00","120,00","-200,00","200,00","-230,00",,,2023,,,,,,,,,,,,,,,,,
VPF National Qualifier 2023 - Danang,VPF000253,Nguyễn Huy Hoàng,Male,83,Open,1,1,A,"81,6","160,00","172,50","180,00","90,00","-97,50","-97,50","185,00","197,50","210,00",,,2023,,,,,,,,,,,,,,,,,
VPF National Qualifier 2023 - Danang,VPF000203,Bùi Đỗ Anh Kiệt,Male,83,Open,1,1,B,"81,7","140,00","150,00","165,00","130,00","135,00","142,50","150,00","170,00","172,50",,,2023,,,,,,,,,,,,,,,,,
VPF National Qualifier 2023 - Danang,VPF000238,Phan Thành Công,Male,83,Open,1,1,B,"81,2","145,00","157,50","-162,50","102,50","-110,00","0,00","200,00","212,50","-217,50",,,2023,,,,,,,,,,,,,,,,,
VPF National Qualifier 2023 - Danang,VPF000198,Lê Nguyên Hoàng Phương,Male,83,Open,1,1,A,"82,9","-140,00","150,00","160,00","100,00","107,50","-115,00","180,00","192,50","205,00",,,2023,,,,,,,,,,,,,,,,,
VPF National Qualifier 2023 - Danang,VPF000023,Hoàng Minh Danh,Male,83,Open,1,1,A,"81,85","170,00","-180,00","-180,00","65,00","70,00","0,00","180,00","190,00","-200,00",,,2023,,,,,,,,,,,,,,,,,
VPF National Qualifier 2023 - Danang,VPF000240,Bùi Tiến Huy,Male,83,Junior,1,1,A,"78,8","-210,00","222,50","240,00","125,00","135,00","-140,00","240,00","255,00","-265,00",The Strength Crew,6,2023,,,,,,,,,,,,,,,,,
VPF National Qualifier 2023 - Danang,VPF000251,Trần Xuân Lộc,Male,83,Junior,1,1,A,"82,4","-190,00","200,00","210,00","110,00","120,00","125,00","220,00","235,00","-245,00",,,2023,,,,,,,,,,,,,,,,,
VPF National Qualifier 2023 - Danang,VPF000015,Nguyễn Quang Hưng,Male,83,Junior,1,1,A,"80,85","170,00","180,00","-190,00","85,00","92,50","97,50","200,00","215,00","230,00",ProPower Team,3,2023,,,,,,,,,,,,,,,,,
VPF National Qualifier 2023 - Danang,VPF000244,Nguyễn Trần Xuân Trường,Male,83,Junior,1,1,A,"79,45","150,00","162,50","-167,50","82,50","-90,00","-92,50","195,00","-212,50","212,50",The Strength Crew,2,2023,,,,,,,,,,,,,,,,,
VPF National Qualifier 2023 - Danang,VPF000258,Ngô Quốc Tuấn Nguyên,Male,83,Junior,1,1,A,"81,8","-140,00","152,50","162,50","100,00","110,00","0,00","-160,00","167,50","180,00",,,2023,,,,,,,,,,,,,,,,,
VPF National Qualifier 2023 - Danang,VPF000072,Trần Nguyên Bảo,Male,83,Sub-Junior,1,1,A,"81,8","165,00","-175,00","177,50","90,00","-97,50","-97,50","210,00","-220,00","-220,00",,,2023,,,,,,,,,,,,,,,,,
VPF National Qualifier 2023 - Danang,VPF000013,Trần Bá Nhân,Male,93,Open,1,1,C,"87,7","-210,00","220,00","225,00","127,50","137,50","147,50","245,00","257,50","-270,00",,,2023,,,,,,,,,,,,,,,,,
VPF National Qualifier 2023 - Danang,VPF000002,Hoàng Vũ Hải Linh,Male,93,Open,1,1,C,"90,9","-205,00","212,50","-220,00","110,00","117,50","122,50","260,00","275,00","-282,50",,,2023,,,,,,,,,,,,,,,,,
VPF National Qualifier 2023 - Danang,VPF000261,Vũ Tuệ Nhân,Male,93,Open,1,1,C,"89,5","190,00","-205,00","205,00","150,00","160,00","-165,00","220,00","-230,00","230,00",,,2023,,,,,,,,,,,,,,,,,
VPF National Qualifier 2023 - Danang,VPF000202,Nguyễn Thanh Tuấn,Male,93,Open,1,1,C,"91,4","187,50","195,00","200,00","130,00","137,50","-142,50","225,00","237,50","250,00",,,2023,,,,,,,,,,,,,,,,,
VPF National Qualifier 2023 - Danang,VPF000208,Nguyễn Khánh,Male,93,Open,1,1,C,"92,9","200,00","-210,00","-210,00","130,00","140,00","145,00","190,00","205,00","215,00",,,2023,,,,,,,,,,,,,,,,,
VPF National Qualifier 2023 - Danang,VPF000227,Lê Quốc Thanh,Male,93,Open,1,1,C,"91,15","-205,00","-210,00","210,00","90,00","-97,50","-97,50","205,00","215,00","-230,00",,,2023,,,,,,,,,,,,,,,,,
VPF National Qualifier 2023 - Danang,VPF000265,Trần Minh Huy,Male,93,Open,1,1,C,"90,1","160,00","175,00","180,00","120,00","130,00","-140,00","170,00","190,00","200,00",,,2023,,,,,,,,,,,,,,,,,
VPF National Qualifier 2023 - Danang,VPF000044,Từ Thiệu Hào,Male,93,Open,1,1,C,"87,8","130,00","150,00","-160,00","-75,00","80,00","90,00","-150,00","150,00","-160,00",,,2023,,,,,,,,,,,,,,,,,
VPF National Qualifier 2023 - Danang,VPF000197,Nguyễn Khánh Linh,Male,93,Open,1,1,C,"86,75","-162,50","-177,50","-177,50","115,00","125,00","135,00","170,00","190,00","200,00",,,2023,,,,,,,,,,,,,,,,,
VPF National Qualifier 2023 - Danang,VPF000084,Lưu Hoàng Sơn,Male,93,Junior,1,1,C,"83,1","180,00","-192,50","-200,00","112,50","122,50","130,00","220,00","230,00","240,00",,,2023,,,,,,,,,,,,,,,,,
VPF National Qualifier 2023 - Danang,VPF000111,Đinh Hoàng Anh Tú,Male,93,Junior,1,1,C,"88,05","165,00","172,50","180,00","85,00","92,50","95,00","190,00","-205,00","-205,00",,,2023,,,,,,,,,,,,,,,,,
VPF National Qualifier 2023 - Danang,VPF000263,Phạm Anh Tú,Male,105,Open,1,3,G,"96,85","235,00","245,00","252,50","167,50","177,50","185,00","300,00","312,50","-320,00",,,2023,,,,,,,,,,,,,,,,,
VPF National Qualifier 2023 - Danang,VPF000206,Phạm Minh Hải,Male,105,Open,1,3,G,"103,5","225,00","240,00","252,50","190,00","-200,00","-200,00","240,00","260,00","270,00",The Strength Crew,1,2023,,,,,,,,,,,,,,,,,
VPF National Qualifier 2023 - Danang,VPF000118,Lâm Phi Hùng,Male,105,Junior,1,3,G,"95,5","200,00","-235,00","240,00","130,00","-150,00","0,00","250,00","265,00","-280,00",INFINITY,2,2023,,,,,,,,,,,,,,,,,
VPF National Qualifier 2023 - Danang,VPF000262,Phạm Quốc Dũng,Male,120,Sub-Junior,1,3,G,"113,2","150,00","165,00","180,00","95,00","110,00","-115,00","165,00","185,00","200,00",,,2023,,,,,,,,,,,,,,,,,
VPF National Qualifier 2023 - Danang,VPF000222,Phạm Thị Thúy Vy,Female,47,Open,1,4,H,"46,9","95,00","-97,50","0,00","45,00","50,00","-52,50","105,00","-110,00","110,00",,,2023,,,,,,,,,,,,,,,,,
VPF National Qualifier 2023 - Danang,VPF000212,Nguyễn Thị Ngọc Phượng,Female,47,Open,1,4,H,"45,7","60,00","67,50","72,50","30,00","35,00","-40,00","90,00","100,00","105,00",INFINITY,1,2023,,,,,,,,,,,,,,,,,
VPF National Qualifier 2023 - Danang,VPF000236,Nguyễn Thị Nhật Ly,Female,47,Junior,1,4,H,"45,85","72,50","80,00","87,50","35,00","-40,00","-40,00","75,00","82,50","95,00",ProPower Team,6,2023,,,,,,,,,,,,,,,,,
VPF National Qualifier 2023 - Danang,VPF000256,Võ Thị Huyền,Female,47,Junior,1,4,H,"46,7","70,00","80,00","-90,00","30,00","-35,00","0,00","80,00","-90,00","100,00",,,2023,,,,,,,,,,,,,,,,,
VPF National Qualifier 2023 - Danang,VPF000242,Vũ Châu Anh,Female,47,Junior,1,4,H,"46,95","70,00","75,00","-80,00","35,00","37,50","-40,00","97,50","-105,00","-105,00",The Strength Crew,3,2023,,,,,,,,,,,,,,,,,
VPF National Qualifier 2023 - Danang,VPF000247,Nguyễn Thị Cẩm Trinh,Female,47,Junior,1,4,H,"46,85","72,50","77,50","-82,50","35,00","40,00","-45,00","82,50","90,00","-95,00",,,2023,,,,,,,,,,,,,,,,,
VPF National Qualifier 2023 - Danang,VPF000245,Nguyễn Lê Thuý Vy,Female,47,Junior,1,4,H,"45,5","55,00","60,00","-65,00","30,00","-35,00","-35,00","80,00","87,50","92,50",INFINITY,1,2023,,,,,,,,,,,,,,,,,
VPF National Qualifier 2023 - Danang,VPF000266,Le Chau Long (Linda Le),Female,52,Open,1,4,H,"51,45","105,00","115,00","120,00","72,50","-77,50","77,50","135,00","-150,00","-150,00",,,2023,,,,,,,,,,,,,,,,,
VPF National Qualifier 2023 - Danang,VPF000249,Lê Phương Trang,Female,52,Open,1,4,H,"51,05","110,00","117,50","-120,00","50,00","-55,00","55,00","130,00","140,00","150,00",,,2023,,,,,,,,,,,,,,,,,
VPF National Qualifier 2023 - Danang,VPF000217,Huỳnh Nghi,Female,52,Open,1,4,H,"50,5","102,50","-112,50","-112,50","52,50","-57,50","-57,50","-97,50","97,50","-107,50",,,2023,,,,,,,,,,,,,,,,,
VPF National Qualifier 2023 - Danang,VPF000184,Nguyễn Thị Thu Thuỷ,Female,52,Open,1,4,H,"50,95","-85,00","85,00","-95,00","40,00","47,50","-52,50","100,00","110,00","120,00",,,2023,,,,,,,,,,,,,,,,,
VPF National Qualifier 2023 - Danang,VPF000214,Nguyễn Ái Hân,Female,52,Open,1,4,H,"51,15","90,00","92,50","-95,00","55,00","60,00","0,00","-87,50","87,50","-90,00",The Strength Crew,3,2023,,,,,,,,,,,,,,,,,
VPF National Qualifier 2023 - Danang,VPF000067,Nguyễn Thị Yến Nhi,Female,52,Open,1,4,H,"49,3","-80,00","-80,00","-80,00","32,50","-37,50","-37,50","95,00","105,00","-115,00",,,2023,,,,,,,,,,,,,,,,,
VPF National Qualifier 2023 - Danang,VPF000252,Vũ Hồng Nhung,Female,52,Open,1,4,H,"48,1","87,50","-92,50","-92,50","-55,00","-55,00","-55,00","0,00","0,00","0,00",,,2023,,,,,,,,,,,,,,,,,
VPF National Qualifier 2023 - Danang,VPF000255,Vũ Hồng Ngọc,Female,57,Open,1,4,I,"55,35","77,50","90,00","102,50","40,00","45,00","-50,00","100,00","112,50","120,00",18 POWERLIFTING,5,2023,,,,,,,,,,,,,,,,,
VPF National Qualifier 2023 - Danang,VPF000237,Lâm Thuý Vy,Female,57,Open,1,4,I,56,"95,00","105,00","-110,00","42,50","47,50","-50,00","110,00","115,00","-120,00",INFINITY,3,2023,,,,,,,,,,,,,,,,,
VPF National Qualifier 2023 - Danang,VPF000231,Văn Thị Ni Na,Female,57,Open,1,4,I,"56,05","85,00","92,50","-97,50","42,50","50,00","-57,50","110,00","117,50","-127,50",,,2023,,,,,,,,,,,,,,,,,
VPF National Qualifier 2023 - Danang,VPF000200,Trần Thị Thu Quỳnh,Female,57,Open,1,4,I,"55,3","80,00","85,00","-92,50","32,50","37,50","40,00","102,50","112,50","120,00",The Strength Crew,1,2023,,,,,,,,,,,,,,,,,
VPF National Qualifier 2023 - Danang,VPF000228,Phạm Đoàn Trà My,Female,57,Junior,1,4,I,"55,55","100,00","107,50","115,00","35,00","40,00","45,00","100,00","110,00","120,00",,,2023,,,,,,,,,,,,,,,,,
VPF National Qualifier 2023 - Danang,VPF000199,Lê Thị Minh Nhật,Female,63,Open,1,4,I,"61,45","107,50","-112,50","-112,50","50,00","52,50","-57,50","135,00","142,50","147,50",,,2023,,,,,,,,,,,,,,,,,
VPF National Qualifier 2023 - Danang,VPF000235,Đỗ Thị Kỳ Duyên,Female,63,Junior,1,4,I,62,"82,50","87,50","92,50","42,50","45,00","0,00","105,00","112,50","115,00",The Strength Crew,2,2023,,,,,,,,,,,,,,,,,
VPF National Qualifier 2023 - Danang,VPF000137,Phạm Thị Thảo Ly,Female,63,Sub-Junior,1,4,I,"59,85","115,00","125,00","132,50","50,00","57,50","60,00","130,00","142,50","155,00",INFINITY,2,2023,,,,,,,,,,,,,,,,,
VPF National Qualifier 2023 - Danang,VPF000239,Nguyễn Thị Hoài Hân,Female,69,Open,1,4,I,"66,3","115,00","-120,00","-122,50","60,00","65,00","70,00","120,00","127,50","132,50",,,2023,,,,,,,,,,,,,,,,,
VPF National Qualifier 2023 - Danang,VPF000207,Nguyễn Thị Hồng Hạnh,Female,76,Junior,1,4,I,"74,85","90,00","100,00","105,00","47,50","52,50","-57,50","95,00","105,00","110,00",,,2023,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VPF Amateur Invitational 2,VPF000306,Hồ Anh Võ,Male,59,Open,The Barbell Club,4,G,"58,7","140,00","150,00","160,00","105,00","115,00","-122,50","180,00","200,00","-215,00",,,2023,,,,,,,,,,,,,,,,,
VPF Amateur Invitational 2,VPF000373,Hà Việt Thanh,Male,59,Open,The Barbell Club,4,G,"55,75","-140,00","140,00","-145,00","70,00","75,00","77,50","140,00","150,00","-160,00",,,2023,,,,,,,,,,,,,,,,,
VPF Amateur Invitational 2,VPF000290,Cao Văn Quân,Male,59,Junior,The Barbell Club,4,G,"58,4","145,00","155,00","160,00","90,00","-105,00","-105,00","160,00","-175,00","180,00",,,2023,,,,,,,,,,,,,,,,,
VPF Amateur Invitational 2,VPF000070,Nguyễn Đức Anh,Male,59,Junior,The Barbell Club,4,G,"58,8","125,00","130,00","135,00","92,50","-100,00","100,00","185,00","-192,50","-197,50",,,2023,,,,,,,,,,,,,,,,,
VPF Amateur Invitational 2,VPF000278,Vũ Thành Dương,Male,59,Junior,The Barbell Club,4,G,"57,7","-115,00","125,00","132,50","75,00","82,50","90,00","140,00","152,50","165,00",,,2023,,,,,,,,,,,,,,,,,
VPF Amateur Invitational 2,VPF000292,Mai Xuân Tú,Male,59,Junior,The Barbell Club,4,G,55,"120,00","127,50","132,50","70,00","75,00","-80,00","165,00","-172,50","-180,00",,,2023,,,,,,,,,,,,,,,,,
VPF Amateur Invitational 2,VPF000279,Nguyễn Văn Hanh,Male,59,Junior,The Barbell Club,4,G,"58,35","95,00","100,00","105,00","70,00","75,00","-82,50","120,00","130,00","-142,50",,,2023,,,,,,,,,,,,,,,,,
VPF Amateur Invitational 2,VPF000312,Nguyễn Tiến Đạt,Male,59,Sub-Junior,The Barbell Club,4,G,"57,25","105,00","112,50","120,00","-60,00","65,00","70,00","155,00","-165,00","165,00",,,2023,,,,,,,,,,,,,,,,,
VPF Amateur Invitational 2,VPF000341,Lương Dụ Chí,Male,59,Sub-Junior,The Barbell Club,4,G,"56,85","90,00","105,00","110,00","55,00","-60,00","-60,00","-130,00","130,00","145,00",,,2023,,,,,,,,,,,,,,,,,
VPF Amateur Invitational 2,VPF000340,Lê Thành Công,Male,59,Sub-Junior,The Barbell Club,4,G,"57,3","85,00","95,00","-102,50","50,00","-55,00","-55,00","125,00","140,00","-152,50",,,2023,,,,,,,,,,,,,,,,,
VPF Amateur Invitational 2,VPF000322,Nguyễn Huy Dương,Male,59,Sub-Junior,The Barbell Club,4,G,"58,55","120,00","130,00","-140,00","-70,00","-70,00","-70,00","140,00","155,00","160,00",,,2023,,,,,,,,,,,,,,,,,
VPF Amateur Invitational 2,VPF000297,Nguyễn Lê Quí,Male,66,Open,The Barbell Club,4,H,"64,9","165,00","175,00","-182,50","125,00","132,50","-140,00","195,00","205,00","210,00",,,2023,,,,,,,,,,,,,,,,,
VPF Amateur Invitational 2,VPF000369,Lê Cường,Male,66,Open,The Barbell Club,4,H,"64,95","160,00","170,00","175,00","95,00","105,00","-107,50","190,00","-205,00","207,50",,,2023,,,,,,,,,,,,,,,,,
VPF Amateur Invitational 2,VPF000323,Nguyễn Văn Vinh,Male,66,Open,The Barbell Club,4,H,65,"170,00","180,00","-190,00","100,00","107,50","-115,00","200,00","-215,00","-215,00",,,2023,,,,,,,,,,,,,,,,,
VPF Amateur Invitational 2,VPF000066,Trần Hoàng Anh,Male,66,Open,The Barbell Club,4,H,66,"-165,00","-165,00","170,00","105,00","-112,50","112,50","180,00","192,50","202,50",,,2023,,,,,,,,,,,,,,,,,
VPF Amateur Invitational 2,VPF000366,Vũ Phạm Sĩ,Male,66,Open,The Barbell Club,4,H,"65,6","120,00","130,00","140,00","-105,00","112,50","-120,00","150,00","162,50","170,00",,,2023,,,,,,,,,,,,,,,,,
VPF Amateur Invitational 2,VPF000014,Cồ Huy Khương,Male,66,Open,The Barbell Club,4,H,"65,3","115,00","122,50","-127,50","105,00","110,00","-112,50","157,50","167,50","175,00",,,2023,,,,,,,,,,,,,,,,,
VPF Amateur Invitational 2,VPF000131,Hoàng Ngọc Quyến,Male,66,Open,The Barbell Club,4,H,"65,1","145,00","-150,00","-150,00","-115,00","-115,00","-115,00","-195,00","-200,00","200,00",,,2023,,,,,,,,,,,,,,,,,
VPF Amateur Invitational 2,VPF000007,Ngô Thái Sơn,Male,66,Junior,The Barbell Club,4,H,"65,35","170,00","177,50","185,00","105,00","110,00","115,00","205,00","215,00","230,00",,,2023,,,,,,,,,,,,,,,,,
VPF Amateur Invitational 2,VPF000309,Trang Thái Hòa,Male,66,Junior,The Barbell Club,4,H,"64,9","180,00","-185,00","185,00","105,00","-110,00","-110,00","190,00","200,00","-215,00",,,2023,,,,,,,,,,,,,,,,,
VPF Amateur Invitational 2,VPF000280,Nguyễn Đan Trường,Male,66,Junior,The Barbell Club,4,H,"64,35","155,00","165,00","-167,50","105,00","-107,50","107,50","170,00","172,50","182,50",,,2023,,,,,,,,,,,,,,,,,
VPF Amateur Invitational 2,VPF000374,Nguyễn Thành Lợi,Male,66,Junior,The Barbell Club,4,H,"64,85","150,00","152,50","-167,50","90,00","95,00","-100,00","190,00","-200,00","205,00",,,2023,,,,,,,,,,,,,,,,,
VPF Amateur Invitational 2,VPF000303,Phạm Đăng Lâm,Male,66,Junior,The Barbell Club,4,H,"64,55","110,00","122,50","132,50","92,50","100,00","-105,00","140,00","150,00","155,00",,,2023,,,,,,,,,,,,,,,,,
VPF Amateur Invitational 2,VPF000314,Đỗ Trung Nghĩa,Male,66,Junior,The Barbell Club,4,H,"65,95","-130,00","-130,00","-130,00","-80,00","-80,00","80,00","155,00","165,00","180,00",,,2023,,,,,,,,,,,,,,,,,
VPF Amateur Invitational 2,VPF000145,Nguyễn Đức Vũ,Male,66,Junior,The Barbell Club,4,H,"65,75","125,00","132,50","135,00","85,00","87,50","-95,00","-135,00","-135,00","-150,00",,,2023,,,,,,,,,,,,,,,,,
VPF Amateur Invitational 2,VPF000276,Phạm Nhật Minh,Male,66,Sub-Junior,The Barbell Club,4,G,"64,5","122,50","130,00","-135,00","62,50","67,50","-70,00","130,00","137,50","147,50",,,2023,,,,,,,,,,,,,,,,,
VPF Amateur Invitational 2,VPF000330,Lê Duy Hiếu,Male,66,Sub-Junior,The Barbell Club,4,G,"64,85","-110,00","-110,00","125,00","62,50","-65,00","0,00","142,50","157,50","-165,00",,,2023,,,,,,,,,,,,,,,,,
VPF Amateur Invitational 2,VPF000294,Cao Minh Phát,Male,66,Sub-Junior,The Barbell Club,4,G,"64,75","115,00","-120,00","0,00","-65,00","-65,00","-65,00","-140,00","145,00","150,00",,,2023,,,,,,,,,,,,,,,,,
VPF Amateur Invitational 2,VPF000356,Trương Quang Dũng,Male,74,Open,The Barbell Club,2,D,"73,6","190,00","200,00","-210,00","-100,00","107,50","110,00","250,00","262,50","275,00",,,2023,,,,,,,,,,,,,,,,,
VPF Amateur Invitational 2,VFP000059,Vu Tien Nhuan,Male,74,Open,The Barbell Club,2,D,"73,65","150,00","152,50","162,50","117,50","-122,50","122,50","-205,00","-210,00","215,00",,,2023,,,,,,,,,,,,,,,,,
VPF Amateur Invitational 2,VPF000367,Lê Văn Hiếu,Male,74,Open,The Barbell Club,2,D,"72,45","162,50","172,50","180,00","-105,00","107,50","-110,00","190,00","202,50","-212,50",,,2023,,,,,,,,,,,,,,,,,
VPF Amateur Invitational 2,VPF000293,Huỳnh Thanh Phong,Male,74,Open,The Barbell Club,2,D,72,"155,00","165,00","175,00","97,50","105,00","110,00","190,00","202,50","-212,50",,,2023,,,,,,,,,,,,,,,,,
VPF Amateur Invitational 2,VPF000282,Đinh Phụng Hải,Male,74,Open,The Barbell Club,2,D,"73,1","160,00","170,00","180,00","85,00","-92,50","-92,50","175,00","185,00","195,00",,,2023,,,,,,,,,,,,,,,,,
VPF Amateur Invitational 2,VPF000270,Hà Duy Khánh,Male,74,Open,The Barbell Club,2,D,"72,3","155,00","162,50","170,00","90,00","95,00","-102,50","180,00","187,50","192,50",,,2023,,,,,,,,,,,,,,,,,
VPF Amateur Invitational 2,VPF000332,Trần Quan Huy,Male,74,Open,The Barbell Club,2,D,"73,25","-152,50","152,50","160,00","105,00","110,00","-115,00","180,00","-190,00","-200,00",,,2023,,,,,,,,,,,,,,,,,
VPF Amateur Invitational 2,VPF000034,Nguyễn Việt Quang,Male,74,Open,The Barbell Club,2,D,"73,75","137,50","142,50","150,00","87,50","95,00","105,00","175,00","190,00","195,00",,,2023,,,,,,,,,,,,,,,,,
VPF Amateur Invitational 2,VPF000359,Vũ Hoàng Nhật Minh,Male,74,Open,The Barbell Club,2,C,"73,3","140,00","150,00","-155,00","90,00","95,00","-97,50","185,00","-200,00","200,00",,,2023,,,,,,,,,,,,,,,,,
VPF Amateur Invitational 2,VPF000267,Nguyễn Văn Mạnh,Male,74,Open,The Barbell Club,2,C,"73,6","140,00","145,00","-155,00","-85,00","95,00","-100,00","150,00","162,50","175,00",,,2023,,,,,,,,,,,,,,,,,
VPF Amateur Invitational 2,VPF000272,Nguyen The Tung,Male,74,Open,The Barbell Club,2,D,"71,6","130,00","135,00","142,50","107,50","115,00","-120,00","150,00","155,00","-170,00",,,2023,,,,,,,,,,,,,,,,,
VPF Amateur Invitational 2,VPF000299,Trần Mạnh Hùng,Male,74,Open,The Barbell Club,2,C,"73,25","-140,00","140,00","142,50","92,50","-97,50","-97,50","150,00","160,00","170,00",,,2023,,,,,,,,,,,,,,,,,
VPF Amateur Invitational 2,VPF000095,Trần Tiến,Male,74,Open,The Barbell Club,2,D,"73,15","135,00","147,50","155,00","75,00","82,50","-92,50","140,00","152,50","160,00",,,2023,,,,,,,,,,,,,,,,,
VPF Amateur Invitational 2,VPF000298,Trần Đặng Đình Khang,Male,74,Open,The Barbell Club,2,D,"73,35","-125,00","125,00","137,50","75,00","85,00","-92,50","150,00","165,00","-175,00",,,2023,,,,,,,,,,,,,,,,,
VPF Amateur Invitational 2,VPF000352,Đào Duy Anh,Male,74,Open,The Barbell Club,2,C,"71,75","-127,50","127,50","135,00","-67,50","75,00","-82,50","150,00","-160,00","172,50",,,2023,,,,,,,,,,,,,,,,,
VPF Amateur Invitational 2,VPF000337,Trần Tiến Đạt,Male,74,Open,The Barbell Club,2,D,"69,25","125,00","135,00","137,50","80,00","82,50","-90,00","135,00","145,00","152,50",,,2023,,,,,,,,,,,,,,,,,
VPF Amateur Invitational 2,VPF000275,Nguyễn Quốc Sơn Lâm,Male,74,Open,The Barbell Club,2,D,"68,1","75,00","85,00","-100,00","75,00","85,00","95,00","85,00","100,00","112,50",,,2023,,,,,,,,,,,,,,,,,
VPF Amateur Invitational 2,VPF000363,Phạm Văn Mạnh,Male,74,Open,The Barbell Club,2,C,"67,85","-90,00","90,00","100,00","50,00","-60,00","-60,00","90,00","100,00","-110,00",,,2023,,,,,,,,,,,,,,,,,
VPF Amateur Invitational 2,VPF000285,Trần Quán Anh,Male,74,Junior,The Barbell Club,3,E,"72,05","160,00","170,00","-175,00","120,00","127,50","-132,50","215,00","-225,00","227,50",,,2023,,,,,,,,,,,,,,,,,
VPF Amateur Invitational 2,VPF000046,Phạm Quang Hà,Male,74,Junior,The Barbell Club,3,E,"72,2","180,00","190,00","-195,00","105,00","110,00","-115,00","215,00","222,50","-235,00",,,2023,,,,,,,,,,,,,,,,,
